2021-03-05 15:34:19,410 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.9, 'current_lng_lat': None, 'liquid_level': 8.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 74.1, 'sampling_depth': 3.1, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 1.2, 'sampling_count': 0.0, 'capicity': 0.2, 'totle_time': 384960, 'runtime': 10, 'totle_distance': 20996.1, 'run_distance': 0, 'mapId': ''}}
2021-03-05 15:34:29,550 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.8, 'current_lng_lat': [114.524096, 30.506853], 'liquid_level': 1.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 39.7, 'sampling_depth': 4.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 2.2, 'sampling_count': 0.0, 'capicity': 0.4, 'totle_time': 384970, 'runtime': 20, 'totle_distance': 20996.1, 'run_distance': 0, 'mapId': '1354291518018142209'}}
2021-03-05 15:34:39,687 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 92.9, 'sampling_depth': 4.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 3.2, 'sampling_count': 1.0, 'capicity': 0.5, 'totle_time': 384980, 'runtime': 30, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:10:09,768 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 82.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 72.0, 'sampling_depth': 0.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 216.2, 'sampling_count': 72.0, 'capicity': 36.0, 'totle_time': 387109, 'runtime': 2161, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:10:19,906 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 6.3, 'sampling_depth': 3.6, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 217.2, 'sampling_count': 72.0, 'capicity': 36.2, 'totle_time': 387119, 'runtime': 2171, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:10:30,045 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 63.6, 'sampling_depth': 0.1, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 218.3, 'sampling_count': 72.0, 'capicity': 36.4, 'totle_time': 387129, 'runtime': 2181, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:10:40,193 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 85.7, 'sampling_depth': 4.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 219.3, 'sampling_count': 73.0, 'capicity': 36.5, 'totle_time': 387139, 'runtime': 2191, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:10:50,338 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 7.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 85.7, 'sampling_depth': 4.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 220.3, 'sampling_count': 73.0, 'capicity': 36.7, 'totle_time': 387149, 'runtime': 2201, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:00,481 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 39.2, 'sampling_depth': 2.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 221.3, 'sampling_count': 73.0, 'capicity': 36.9, 'totle_time': 387159, 'runtime': 2211, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:10,623 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 15.6, 'sampling_depth': 0.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 222.3, 'sampling_count': 74.0, 'capicity': 37.1, 'totle_time': 387169, 'runtime': 2221, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:20,742 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 9.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 0.2, 'sampling_depth': 3.8, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 223.3, 'sampling_count': 74.0, 'capicity': 37.2, 'totle_time': 387180, 'runtime': 2232, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:30,872 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.3, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 2.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 67.1, 'sampling_depth': 0.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 224.3, 'sampling_count': 74.0, 'capicity': 37.4, 'totle_time': 387190, 'runtime': 2242, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:41,003 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.2, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 5.6, 'sampling_depth': 2.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 225.4, 'sampling_count': 75.0, 'capicity': 37.6, 'totle_time': 387200, 'runtime': 2252, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:11:51,133 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.8, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 76.6, 'sampling_depth': 1.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 226.4, 'sampling_count': 75.0, 'capicity': 37.7, 'totle_time': 387210, 'runtime': 2262, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:01,267 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.9, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 86.6, 'sampling_depth': 3.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 227.4, 'sampling_count': 75.0, 'capicity': 37.9, 'totle_time': 387220, 'runtime': 2272, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:11,408 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 81.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 63.0, 'sampling_depth': 4.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 228.4, 'sampling_count': 76.0, 'capicity': 38.1, 'totle_time': 387230, 'runtime': 2282, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:21,553 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 25.0, 'sampling_depth': 3.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 229.4, 'sampling_count': 76.0, 'capicity': 38.2, 'totle_time': 387240, 'runtime': 2292, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:31,701 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 9.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 71.9, 'sampling_depth': 4.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 230.4, 'sampling_count': 76.0, 'capicity': 38.4, 'totle_time': 387250, 'runtime': 2302, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:41,850 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 3.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 47.6, 'sampling_depth': 2.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 231.4, 'sampling_count': 77.0, 'capicity': 38.6, 'totle_time': 387261, 'runtime': 2313, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:12:52,000 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 9.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 29.1, 'sampling_depth': 4.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 232.5, 'sampling_count': 77.0, 'capicity': 38.7, 'totle_time': 387271, 'runtime': 2323, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:02,141 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 37.4, 'sampling_depth': 1.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 233.5, 'sampling_count': 77.0, 'capicity': 38.9, 'totle_time': 387281, 'runtime': 2333, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:12,284 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.4, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 18.4, 'sampling_depth': 2.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 234.5, 'sampling_count': 78.0, 'capicity': 39.1, 'totle_time': 387291, 'runtime': 2343, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:22,412 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 92.6, 'sampling_depth': 4.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 235.5, 'sampling_count': 78.0, 'capicity': 39.2, 'totle_time': 387301, 'runtime': 2353, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:32,547 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.3, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 0.9, 'sampling_depth': 5.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 236.5, 'sampling_count': 78.0, 'capicity': 39.4, 'totle_time': 387311, 'runtime': 2363, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:42,676 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.2, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 3.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 1.4, 'sampling_depth': 0.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 237.5, 'sampling_count': 79.0, 'capicity': 39.6, 'totle_time': 387321, 'runtime': 2373, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:13:52,818 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.8, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 93.9, 'sampling_depth': 4.6, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 238.5, 'sampling_count': 79.0, 'capicity': 39.8, 'totle_time': 387332, 'runtime': 2384, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:02,958 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 79.6, 'sampling_depth': 4.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 239.5, 'sampling_count': 79.0, 'capicity': 39.9, 'totle_time': 387342, 'runtime': 2394, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:13,104 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 80.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 81.5, 'sampling_depth': 2.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 240.6, 'sampling_count': 80.0, 'capicity': 40.1, 'totle_time': 387352, 'runtime': 2404, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:23,245 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 22.0, 'sampling_depth': 5.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 241.6, 'sampling_count': 80.0, 'capicity': 40.3, 'totle_time': 387362, 'runtime': 2414, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:33,390 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.4, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 70.0, 'sampling_depth': 1.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 242.6, 'sampling_count': 80.0, 'capicity': 40.4, 'totle_time': 387372, 'runtime': 2424, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:43,537 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 74.4, 'sampling_depth': 1.8, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 243.6, 'sampling_count': 81.0, 'capicity': 40.6, 'totle_time': 387382, 'runtime': 2434, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:14:53,681 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 3.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 38.1, 'sampling_depth': 1.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 244.6, 'sampling_count': 81.0, 'capicity': 40.8, 'totle_time': 387392, 'runtime': 2444, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:03,828 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 60.8, 'sampling_depth': 2.1, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 245.6, 'sampling_count': 81.0, 'capicity': 40.9, 'totle_time': 387403, 'runtime': 2455, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:13,968 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 87.4, 'sampling_depth': 4.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 246.6, 'sampling_count': 82.0, 'capicity': 41.1, 'totle_time': 387413, 'runtime': 2465, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:24,104 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 2.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 48.8, 'sampling_depth': 2.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 247.7, 'sampling_count': 82.0, 'capicity': 41.3, 'totle_time': 387423, 'runtime': 2475, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:34,247 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.3, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 1.4, 'sampling_depth': 2.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 248.7, 'sampling_count': 82.0, 'capicity': 41.4, 'totle_time': 387433, 'runtime': 2485, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:44,390 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.2, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 97.8, 'sampling_depth': 4.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 249.7, 'sampling_count': 83.0, 'capicity': 41.6, 'totle_time': 387443, 'runtime': 2495, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:15:54,496 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 90.2, 'sampling_depth': 2.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 250.7, 'sampling_count': 83.0, 'capicity': 41.8, 'totle_time': 387453, 'runtime': 2505, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:16:04,623 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 79.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 9.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 78.2, 'sampling_depth': 4.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 251.7, 'sampling_count': 83.0, 'capicity': 42.0, 'totle_time': 387463, 'runtime': 2515, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1367750736801144834', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:16:14,759 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 78.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 7.4, 'sampling_depth': 4.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 252.7, 'sampling_count': 84.0, 'capicity': 42.1, 'totle_time': 387474, 'runtime': 2526, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1367750736801144834', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:16:24,882 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 78.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 57.0, 'sampling_depth': 4.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 253.7, 'sampling_count': 84.0, 'capicity': 42.3, 'totle_time': 387484, 'runtime': 2536, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 16:16:35,010 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 78.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 17.5, 'sampling_depth': 3.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 254.8, 'sampling_count': 84.0, 'capicity': 42.5, 'totle_time': 387494, 'runtime': 2546, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
